BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
201510028746,508 GARFIELD ST,"TO COMPLY WITH NOV 2013429881: TO DEMO IFL ILLEGAL BATH, KITCH & 2 BEDROOMS.",1,1,0,-1,-1,10/23/2015 12:00:00 AM,10/23/2015 12:00:00 AM,0,0,0,0,0,0,-1,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,8,Full BP,10/08/2015 12:00:00 AM,10/08/2015 12:00:00 AM,RH-1,,6994020,2014-001017PRJ
201510058820,145 COLBY ST,REMOVE ILLEGAL KITCHEN @ GARAGE LEVEL. LEGALIZE FULL BATH. CONVERT TO STORAGE AT ILLEGAL KITCHEN AREA.,1,1,0,-1,-1,03/28/2017 12:00:00 AM,03/28/2017 12:00:00 AM,0,0,0,0,0,0,-1,,9,Portola,12 - South Central,,8,Full BP,10/05/2015 12:00:00 AM,10/05/2015 12:00:00 AM,RH-1,,5933026,
201510058830,1579 LA SALLE AV,1ST FL REMOVE ILLEGAL IN LAW,1,1,0,-1,-1,04/05/2016 12:00:00 AM,04/05/2016 12:00:00 AM,0,0,0,0,0,0,-1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,8,Full BP,10/06/2015 12:00:00 AM,10/06/2015 12:00:00 AM,RH-1,,5295018,
201510068908,1173 INGERSON AV,"TO COMPLY WITH NOV #201541691 TO LEGALIZE WORK AT GROUND FLOOR. ONE BEDROOM, STUDY, CLOSET, AND BATHROOM. REPLACE GARAGE DOOR WITH ENTRY DOOR.",1,1,2,1,1,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,8,Full BP,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,RH-1,,4968035,
201510069009,1789 45TH AV,TO COMPLY 201556761 (BID). CONVERT EXISTING 2ND FLOOR OFFICE TO SINGLE FAMILy DWELLING.,0,1,1,1,1,03/06/2019 12:00:00 AM,03/06/2019 12:00:00 AM,0,0,0,0,0,0,1,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,10/15/2018 12:00:00 AM,10/15/2018 12:00:00 AM,RH-1,,2004022,2016-004368PRJ
201510089193,40 SYCAMORE ST,"TO COMPLY WITH NOV 201553231 & 201563761: REMOVE ILLEGAL MICROWAVES, HOT PLATES AND REFRIDGERATOR FROM STORAGE AREA AND REVERT BACK TO STORAGE ONLY.  REPAIR EXTERIOIR STAIRS, REPAIR LOCKS AND DAMAGED SHEETROCK, all less than 50%. ADD DRAINLINE & PAN UNDER W/H",2,2,1,-1,-1,12/05/2019 12:00:00 AM,12/05/2019 12:00:00 AM,0,0,0,0,0,0,-1,,9,Mission,8 - Mission,Mission District Streetscape Plan,8,Full BP,10/08/2015 12:00:00 AM,10/08/2015 12:00:00 AM,RTO-M,,3576068,
201510089245,261 ARCH ST,"LEGALIZE NON-PERMITTED IN-LAW, ORDINANCE #43-14.",1,2,2,1,1,04/17/2017 12:00:00 AM,04/17/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Full BP,01/19/2017 12:00:00 AM,01/19/2017 12:00:00 AM,RH-1,,7086006,2015-014190PRJ
201510099378,1110 SOUTH VAN NESS AV,Administrative change to application #2015.0107.5166 change unit count from 5 to 6 units,5,6,6,1,1,01/29/2016 12:00:00 AM,01/29/2016 12:00:00 AM,0,0,0,0,0,0,1,,9,Mission,8 - Mission,Downtown,8,Full BP,10/13/2015 12:00:00 AM,10/13/2015 12:00:00 AM,RTO-M,,3637003,2014-000275PRJ
201510099384,630 34TH AV,"TAKE OUT ILLEGAL IN-LAW UNIT AT GR FL, REMOVE KITCHEN. COMPLY WITH COMPLAINT 201567933, 201567931, 201568113. REF. TO PA#200806255264",1,1,0,-1,-1,10/14/2015 12:00:00 AM,10/14/2015 12:00:00 AM,0,0,0,0,0,0,-1,,1,Outer Richmond,1 - Richmond,,8,Full BP,10/09/2015 12:00:00 AM,10/09/2015 12:00:00 AM,RH-2,,1576005F,
201510099393,1271A 24TH AV,"PER ORDINANCE# 43-14, LEGALIZATION OF DWELLING  UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM",2,3,3,1,1,04/27/2018 12:00:00 AM,04/27/2018 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,07/18/2016 12:00:00 AM,07/18/2016 12:00:00 AM,RH-2,,1726015,2015-014529PRJ
201510139505,2306 CASTRO ST,TO DEMOLISH 1 STORY SINGLE FAMILY DWELLING.,1,0,0,-1,-1,03/20/2018 12:00:00 AM,03/20/2018 12:00:00 AM,0,0,0,0,0,0,-1,,8,Glen Park,7 - Central,,6,Full BP,10/15/2015 12:00:00 AM,10/15/2015 12:00:00 AM,RH-1,,7537002,2015-000787PRJ
201510149629,36 TINGLEY ST,LEGALIZATION PER ORDINACE NO.43-14. CONVERT (E) GROUND FLOOR INTO 2ND UNIT. CONVERT (E) UTILITY ROOM INTO NEW KITCHEN & ADD TWO (N) BEDROOM & REMODEL (E) BATHROOM.,1,2,2,1,1,07/22/2019 12:00:00 AM,07/22/2019 12:00:00 AM,0,0,0,0,1,1,0,,11,Outer Mission,12 - South Central,,3,Full BP,12/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,RH-1,,6800007,2015-014522PRJ
201510149685,590 VIENNA ST,"TO COMPLY WITH NOV 201569362 & REMODEL:  G/F: REMOVE ILLEGAL KITCHEN, LEGALIZE 1 NEW BATH, 2 BEDROOMS & 1 HOME THEATER. REMOVE ROOMS IN (E) REAR SHED BACK TO STORAGE.  2/F: ADD 2 FULL BATHS, REMODEL 1 BATH, KITCHEN; ADD 5 SKYLIGHTS.",1,1,0,-1,-1,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,0,0,0,0,0,0,-1,,11,Excelsior,12 - South Central,,8,Full BP,11/02/2015 12:00:00 AM,11/02/2015 12:00:00 AM,RH-2,,6090014,
201510159839,2121 30TH AV,"LEGALIZE UNIT PER ORDINANCE NO 43-14, AND ADD DECK AT REAR TO MEET OPEN SPACE REQUIREMENTS. LEGALIZE 1 BEDROOM, BATHROOMS, LIVING ROOM AND KITCHEN.",1,2,2,1,1,02/27/2018 12:00:00 AM,02/27/2018 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,06/20/2016 12:00:00 AM,06/20/2016 12:00:00 AM,RH-1,,2187001E,2015-014531PRJ
201510169913,1451 18TH AV,LEGALIZE EXISTING RESIDENTIAL UNIT INSTALLED BEHIND GARAGE WITHOUT PERMIT PER ORDINANCE 43-14. 146-15,2,3,3,1,1,10/11/2017 12:00:00 AM,10/11/2017 12:00:00 AM,0,0,0,0,1,1,0,,7,Inner Sunset,14 - Inner Sunset,,3,Full BP,07/19/2016 12:00:00 AM,07/19/2016 12:00:00 AM,RH-2,,1835010,2015-014537PRJ
201510169925,172 HAIGHT ST,"PROVIDE 2 NEW UNITS PER ORD 30-15 AT GROPUND FLOOR. (SOFT STOREY UNDER REF PA 2014 0729 2454) FIRE SPRINKLERS UNDER SEP PERMIT.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",8,10,10,2,2,01/04/2018 12:00:00 AM,01/04/2018 12:00:00 AM,0,0,0,0,2,2,0,,5,Hayes Valley,6 - Buena Vista,,3,Full BP,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,RTO,,0852008,2015-015959PRJ
201510169944,1631 OAKDALE AV,"TO ERECT 4 STORIES, NO BASEMENT, TPE V-B, 2 FAMILY DWELLINGS. FULL FIRE SPRINKLER IN BUILDING. REFERENCE DEMO PA# 2017-0809-4323",0,2,2,2,2,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,0,0,0,0,0,0,2,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,11/09/2017 12:00:00 AM,06/29/2018 12:00:00 AM,RH-2,,5322032,2015-014752PRJ
201510190135,410A ANDOVER ST,UNIT LEGALIZATION PER ORD #43-14. CONVERTING OF HOME OFFICE/ART STUDIO TO SEPARATE DWELLING UNIT. COMPLYING WITH NOV #201411811,0,1,1,1,1,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,0,0,0,0,1,1,0,,9,Bernal Heights,11 - Bernal Heights,,3,Full BP,09/26/2016 12:00:00 AM,09/26/2016 12:00:00 AM,RH-2,,5708003,2015-015125PRJ
201510200215,155 CONCORD ST,"REMOVE NON-PERMITTED SINK & PARTITION WALL IN BASEMENT UNIT, RESTORE UNIT TO ORIGINAL PERMITTED CONDITION PER PERMIT #201204138262",1,1,0,-1,-1,10/14/2016 12:00:00 AM,10/14/2016 12:00:00 AM,0,0,0,0,0,0,-1,,11,Excelsior,12 - South Central,,8,Full BP,10/20/2015 12:00:00 AM,10/20/2015 12:00:00 AM,RH-1,,6478023,
201510200272,2522 POST ST,"CONVERT GARAGE LEVEL INTO 3RD UNIT.  INCLUDES 1 FULL BATHROOM, 1 KITCHEN AND 1 BEDROOM. SPRINKLERS SEPARATE PERMIT FIRST FLOOR-- SEE PRE-APPLICATION MINUTES",2,3,3,1,1,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,0,0,0,0,0,0,1,,5,Presidio Heights,1 - Richmond,Geary Corridor,8,Full BP,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,RH-3,,1074010,
201510200292,771V SILVER AV,CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING.,0,1,1,1,1,05/28/2021 12:00:00 AM,05/28/2021 12:00:00 AM,0,0,0,0,0,0,1,,9,Excelsior,12 - South Central,,2,Site Permit,12/26/2017 12:00:00 AM,12/19/2018 12:00:00 AM,RH-1,,5898035,2015-015750PRJ
201510200295,1032 PACIFIC AV,"ERECT 5-STORY, 1 BASEMENT, 6 UNITS RESIDENTIAL BUILDING.",0,6,6,6,6,08/23/2019 12:00:00 AM,08/23/2019 12:00:00 AM,0,0,0,0,0,0,6,,3,Nob Hill,3 - Northeast,,1,Site Permit,09/12/2016 12:00:00 AM,02/23/2017 12:00:00 AM,RC-3,,0158010,2015-015804PRJ
201510210373,5789 MISSION ST,"REVISION TO PA 201506260019: REMOVE ILLEGAL KITCHEN ON GROUND FLOOR,CAP PLUMB/ELEC TO COMPLY WITH NOV 201415941:LEGALIZE AS BUILT FLR PLAN TO INCLUDE PLAYROOM, STUDY ROOM, STORAGE ROOM AND FULL BATH. AS BUILT IS DIFFERENT THAN ORIGINAL BUILDING PLANS PA#",2,2,1,-1,-1,11/16/2015 12:00:00 AM,11/16/2015 12:00:00 AM,0,0,0,0,0,0,-1,,11,Excelsior,12 - South Central,,8,Full BP,10/21/2015 12:00:00 AM,10/21/2015 12:00:00 AM,NCD,,6473049,
201510210391,1318 COLE ST,BELOW GARAGE ADDITION OF A 1 BEDROOM UNIT BEHIND A PARTIALLY BELOW GRADE (E) GARAGE. ELEC AND PLUMB WORK WILL BE PART OF THE SCOPE. THE PROJECT WILL REMOVE APPROX 438 CUBIC YARDS OF SOIL. SPRINKLER WORK UNDER SEPARATE PERMIT.,1,2,2,1,1,04/17/2018 12:00:00 AM,04/17/2018 12:00:00 AM,0,0,0,0,0,0,1,,5,Haight Ashbury,6 - Buena Vista,,3,Full BP,04/26/2016 12:00:00 AM,04/26/2016 12:00:00 AM,RH-2,,1286024,2015-018117PRJ
201510230698,2306 CASTRO ST,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY BUILDING.",0,1,1,1,1,07/02/2021 12:00:00 AM,07/02/2021 12:00:00 AM,0,0,0,0,0,0,1,,8,Glen Park,7 - Central,,2,Site Permit,11/30/2016 12:00:00 AM,05/26/2017 12:00:00 AM,RH-1,,7537002,2015-000787PRJ
201510260798,735 TAYLOR ST,ADD 2 NEW DWELLING UNITS AND 5 GROUP HOUSING ROOMS AT 1ST STORY. CREATE NEW LAUNDRY ROOM AT 1ST STORY. UPGRADES AT EXIT CORRIDOR,62,69,69,7,7,03/13/2018 12:00:00 AM,03/13/2018 12:00:00 AM,0,0,0,0,0,0,7,,3,Nob Hill,4 - Downtown,,8,Full BP,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,RC-4,,0282003,2014.1334
201510270841,274 SILVER AV,"TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE KITCHEN WITH COUNTER, CABINET, WET SINK & STOVE.",1,2,2,1,1,11/27/2017 12:00:00 AM,11/27/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Outer Mission,12 - South Central,,3,Full BP,10/07/2016 12:00:00 AM,10/07/2016 12:00:00 AM,RH-1,,6800041,2015-015722PRJ
201510270858,2828 WEBSTER ST,"AT GARAGE LEVEL - 1ST FLOOR, LEGALIZE (E) UNIT WITH FULL BATHROOM, KITCHEN, HOME OFFICE & BEDROOM PER ORDINANCE NO# 43-14.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",14,15,15,1,1,12/14/2018 12:00:00 AM,12/14/2018 12:00:00 AM,0,0,0,0,1,1,0,,2,Marina,2 - Marina,,3,Full BP,09/06/2016 12:00:00 AM,09/06/2016 12:00:00 AM,RH-2,,0541014,2015-015872PRJ
201510281048,333 PHELAN AV,DEMOLITION ILLEGAL UNIT AT BASEMENT AREA. TO COMPLY WITH VIOLATION # 201554043,1,1,0,-1,-1,04/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,0,0,0,0,0,0,-1,,7,West of Twin Peaks,13 - Ingleside,,8,Full BP,10/29/2015 12:00:00 AM,10/29/2015 12:00:00 AM,RH-1(D),,3138002,
201510281089,950 GOUGH ST,"TO ERECT 8 STORIES, 1 BASEMENT, TYPE I-A, 95 UNITS RESIDENTIAL, ASSEMBLY, PARKING BUILDING. (R-2,A-3,S-2)",0,95,95,95,95,10/07/2020 12:00:00 AM,04/15/2022 12:00:00 AM,0,0,0,11,0,11,84,,5,Western Addition,5 - Western Addition,,1,Site Permit,05/11/2018 12:00:00 AM,05/03/2019 12:00:00 AM,RM-4,Inclu: On-Site BMR,0744010,2012.0506
201510301285,1565 OAK ST,"ADDITION OF NEW GROUND FLOOR UNIT FOR TOTAL OF 13 UNITS. NEW GROUND FLR UNIT PROPOSED PER ORD. NO.30-15. REFER TO P/A#201502208906 FOR SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4. NEW UNIT TO BE 2 BEDROOM/1 BATH.",12,13,13,1,1,08/16/2017 12:00:00 AM,08/16/2017 12:00:00 AM,0,0,0,0,1,1,0,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Site Permit,09/26/2016 12:00:00 AM,11/16/2016 12:00:00 AM,RH-3,,1222028,2015-016000PRJ
201510301342,1855 15TH ST,"RAD PRIORITY. RENOVATE(E)BLDG INCL:SEISMIC RETROFIT,WINDOW REPLACEMENT. MODIFY 12% UNITS TO MOBILITY & 4% UNITS UMB TO BE COMMUNICATIONS.RENOV(E) COMMUNITY RM,KITCHEN&SERVICE SPACES. RENOVATE UNIT TO PROVIDE IN KIND REPLACEMENT KITCHENS&PLUMBING FIXTURES PER UNIT SCOPE MATRIX.ELEVATOR MODERNIZATION.",92,91,91,-1,-1,09/19/2018 12:00:00 AM,09/19/2018 12:00:00 AM,0,0,0,0,0,0,-1,,8,Mission,8 - Mission,,3,Site Permit,05/16/2016 12:00:00 AM,11/03/2016 12:00:00 AM,RTO,100% Affordable,3556055,2015-012300PRJ
201510301346,949 FELL ST,"ADDITION OF NEW (2) GROUND FLOOR UNIT FOR 13 & 14 PER ORDINANCE NO# 30-15. REFER TO PA# 2015/7/14/1463 FOR SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4. TOTAL OF (2) ADDITIONAL UNIT FOR OVERALL TOTAL OF (14) UNITS. NEW UNIT TO BE 3 BEDROOM/3 BATH.
** MAHER: N/A **",12,14,14,2,2,07/16/2018 12:00:00 AM,07/16/2018 12:00:00 AM,0,0,0,0,2,2,0,,5,Hayes Valley,5 - Western Addition,,3,Site Permit,08/18/2016 12:00:00 AM,12/08/2016 12:00:00 AM,RM-1,,0826018,2015-015818PRJ
201511021415,58 NORTON ST,"LEGALIZE A DWELLING UNIT WITH (E) BEDROOM, FAMILY RM, FULL BATH, KITCHEN, AND PLAY RM ON GROUND FL, PER ORDINANCE NO.43-14 AND DBI INFO. SHEET NO.G-17.",1,2,2,1,1,02/21/2017 12:00:00 AM,02/21/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Outer Mission,12 - South Central,,3,Full BP,05/09/2016 12:00:00 AM,05/09/2016 12:00:00 AM,RH-1,,3148014A,2015-016306PRJ
201511021443,88 ARKANSAS ST,"TO ERECT 5 STORIES, 1 BASEMENT, 127 DWELLING UNITS, MIX USE WITH COMMERICIAL, MAHER ORDINANCE.",0,127,127,127,127,04/01/2022 12:00:00 AM,04/01/2022 12:00:00 AM,0,0,25,0,0,25,102,,10,Mission Bay,9 - South of Market,Mission Bay,1,Site Permit,11/09/2016 12:00:00 AM,01/17/2018 12:00:00 AM,UMU,Inclu: On-Site BMR,3953002,2015-000453PRJ
201511031507,60 SUMMIT WY,"ERECT 3-STORY, TYPE 5-B, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",0,2,2,2,2,03/15/2017 12:00:00 AM,03/15/2017 12:00:00 AM,0,0,0,0,0,0,2,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,02/02/2016 12:00:00 AM,02/02/2016 12:00:00 AM,RM-1,"Inclu: Off-Site BMR, Fee",7331133,2003.0536
201511031508,66 SUMMIT WY,"ERECT 3-STORY, TYPE 5-B, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",0,2,2,2,2,03/20/2017 12:00:00 AM,03/20/2017 12:00:00 AM,0,0,0,0,0,0,2,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,02/02/2016 12:00:00 AM,02/02/2016 12:00:00 AM,RM-1,"Inclu: Off-Site BMR, Fee",7331135,2003.0536
201511031509,70 SUMMIT WY,"ERECT 3-STORY, TYPE 5-B, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",0,2,2,2,2,03/29/2017 12:00:00 AM,03/29/2017 12:00:00 AM,0,0,0,0,0,0,2,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,02/02/2016 12:00:00 AM,02/02/2016 12:00:00 AM,RM-1,"Inclu: Off-Site BMR, Fee",7331137,2003.0536
201511031510,76 SUMMIT WY,"ERECT 3-STORY, TYPE 5-B, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",0,2,2,2,2,04/04/2017 12:00:00 AM,04/04/2017 12:00:00 AM,0,0,0,0,0,0,2,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,02/02/2016 12:00:00 AM,02/02/2016 12:00:00 AM,RM-1,"Inclu: Off-Site BMR, Fee",7331139,2003.0536
201511031511,80 SUMMIT WY,"ERECT 3-STORY, TYPE 5-B, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",0,2,2,2,2,03/30/2017 12:00:00 AM,03/30/2017 12:00:00 AM,0,0,0,0,0,0,2,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,02/02/2016 12:00:00 AM,02/02/2016 12:00:00 AM,RM-1,"Inclu: Off-Site BMR, Fee",7331141,2003.0536
201511031512,23 SUMMIT WY,"ERECT 4-STORY, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,05/03/2017 12:00:00 AM,05/03/2017 12:00:00 AM,0,0,0,0,0,0,1,,7,Lakeshore,13 - Ingleside,Parkmerced,2,Full BP,06/09/2016 12:00:00 AM,06/09/2016 12:00:00 AM,RM-1,,7331098,
201511031542,2853 FOLSOM ST,PROPOSED CONVERSION OF (E) STORAGE @ 1ST FLLOR & (E) ATTIC AREA TO CONDITIONED LIVING SPACE TO ACCOMMODATE ONE ADDITIONAL UNIT (UNIT# 3) ADDING 3 BEDROOMS & 3 BATH. PROPOSED FLOOR PLANS MODIFICATIONS. ALL WORK TO BE PERFORMED WITHIN (E) BOUNDARY OF THE BUILDING.,2,3,3,1,1,09/23/2021 12:00:00 AM,09/23/2021 12:00:00 AM,0,0,0,0,0,0,1,,9,Mission,8 - Mission,,3,Site Permit,10/13/2016 12:00:00 AM,10/24/2017 12:00:00 AM,RH-3,,6521031,2015-015966PRJ
201511031627,184 MARIETTA DR,"COMPLY W/NOV #201573182 -LEGALIZE (E) 2 BEDROOMS & BATH @ GROUND FLOOR. REWIRE ELECT, REPLACE DUCT WORK, OLD INSULATION W/NEW, HARDWOOD FLOORS. REPAINT INT./EXTERIOR SHEETROCK/TOPTILE INSTALL. FULL KITCHEN REMODEL, REPLACE (E) BATHROOM W/NEW VANITIES/TUB. INSTALL 3 CLOSETS IN ROOMS, WINDOW ADDITN.",1,2,2,1,1,07/05/2018 12:00:00 AM,07/05/2018 12:00:00 AM,0,0,0,0,0,0,1,,7,West of Twin Peaks,13 - Ingleside,,3,Full BP,12/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,RH-1,,2954A048,
201511031632,2346 LOMBARD ST,"TO ERECT 4 STORIES , 6 RESIDENTIAL DWELLING UNITS. TYPE 5 CONSTRUCTION.MAHER ORDINANCE EXTENDED #155-13 NOT REQUIRED. project revised, mixed-use building, commercial at ground floor, no automotive parking.",0,6,6,6,6,10/09/2019 12:00:00 AM,10/09/2019 12:00:00 AM,0,0,0,0,0,0,6,,2,Marina,2 - Marina,,2,Site Permit,11/10/2017 12:00:00 AM,05/01/2018 12:00:00 AM,NC-2,,0489015,2014.1200
201511041757,953 TREAT AV,"TO DEMOLISH 1 STORY SINGLE FAMILY HOME.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",1,0,0,-1,-1,03/19/2019 12:00:00 AM,03/19/2019 12:00:00 AM,0,0,0,0,0,0,-1,,9,Mission,8 - Mission,Mission District Streetscape Plan,6,Full BP,01/11/2019 12:00:00 AM,01/11/2019 12:00:00 AM,UMU,,3639028,2015-006510PRJ
201511041763,941 TREAT AV,ERECT (N) 4-STORY MULTIFAMILY DWELLING UNITS,0,3,3,3,3,10/20/2021 12:00:00 AM,10/20/2021 12:00:00 AM,0,0,0,0,0,0,3,,9,Mission,8 - Mission,Mission District Streetscape Plan,1,Site Permit,06/25/2019 12:00:00 AM,08/02/2019 12:00:00 AM,UMU,,3639028,2015-006510PRJ
201511041768,949 TREAT AV,"BUILDING# 2. TO ERECT 4 STORIES, NO BASEMENT, 3 UNITS RESIDENTIAL BUILDING. LOT 027 & LOT 028 GOING TO MERGE.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **",0,3,3,3,3,10/20/2021 12:00:00 AM,10/20/2021 12:00:00 AM,0,0,0,0,0,0,3,,9,Mission,8 - Mission,Mission District Streetscape Plan,1,Site Permit,06/25/2019 12:00:00 AM,08/02/2019 12:00:00 AM,UMU,,3639028,2015-006510PRJ
201511051844,110 TUCKER AV,LEGALIZE UNIT PER ORDINANCE NO. 43-14. LEGALIZE KITCHEN IN FAMILY ROOM ON 3RD FL. ADD DOOR TO 2ND & 3RD FL STAIRS.,1,2,2,1,1,06/22/2016 12:00:00 AM,06/22/2016 12:00:00 AM,0,0,0,0,1,1,0,,10,Visitacion Valley,12 - South Central,Visitacion Valley,3,Full BP,05/27/2016 12:00:00 AM,05/27/2016 12:00:00 AM,RH-1,,6201004,2015-018558PRJ
201511051897,350 LAGUNA ST,"4-NEW RESIDENTIAL UNITS #22, #23, #24, #25 - AT LOWER LEVELS - SOFT STORY SEISMIC UPGRADE APPROVED UNDER PA#2015-10-28-1086 & PARKING REMOVAL HAS ALSO BEEN APPROVED UNDER PA#2015-10-28-1066.",21,25,25,4,4,09/12/2016 12:00:00 AM,09/12/2016 12:00:00 AM,0,0,0,0,0,0,4,,5,Hayes Valley,6 - Buena Vista,,3,Full BP,03/15/2016 12:00:00 AM,03/15/2016 12:00:00 AM,RTO,,0839018,2015-015887PRJ
201511061992,3250 LAGUNA ST,ADD UNIT PER ORDINANCE# 30-15. SPLITING OF APARTMENT UNIT# 302 INTO 2UNITS. CREATING (E) PENTHOUSE AS A SEPARATE UNIT.  SEISMIC RETROFIT PERMIT UNDER P# 2013/8/12/4047.,29,31,31,2,2,02/16/2018 12:00:00 AM,02/16/2018 12:00:00 AM,0,0,0,0,2,2,0,,2,Marina,2 - Marina,,3,Full BP,12/16/2016 12:00:00 AM,12/16/2016 12:00:00 AM,NC-3,,0495007,2015-015752PRJ
201511092093,620 EDDY ST,(UNIT LEGALIZATION ORDINANCE 43-14) RECONFIGURATION OF EXISTING PARTITIONS & LEGALIZE ONE DWELLING UNIT (EFFICIENCY) TO COMPLY WITH NOV 201566672 DATED 08-27-15; MAHER N/A,34,35,35,1,1,05/03/2017 12:00:00 AM,05/03/2017 12:00:00 AM,0,0,0,0,1,1,0,,6,Tenderloin,4 - Downtown,,3,Full BP,09/15/2016 12:00:00 AM,09/15/2016 12:00:00 AM,RC-4,,0740009,2015-018340PRJ
201511092152,111 TRENTON ST,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#201307051228 ALL WORK IS COMPLETE. N/A ORDINANCE #155-13,3,4,4,1,1,06/27/2016 12:00:00 AM,06/27/2016 12:00:00 AM,0,0,0,0,0,0,1,,3,Chinatown,3 - Northeast,Chinatown,8,Full BP,11/09/2015 12:00:00 AM,11/09/2015 12:00:00 AM,CRNC,,0179032,
201511102293,1224 11TH AV,"COMPLY WITH 201571941. ADD 1 BEDROOM, OFFICE, MEDIA ROOM, BATHROOM, LAUNDRY AT 1ST FL PER PLAN",2,2,3,1,1,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,0,0,0,0,0,0,1,,5,Inner Sunset,14 - Inner Sunset,,8,Full BP,11/13/2015 12:00:00 AM,11/13/2015 12:00:00 AM,RH-2,,1740041,
201511122419,463 SUNRISE WY,"LEGALIZE AS-BUILT UNIT (#1) ON 1ST FLOOR PER PLAN. (2) BEDROOMS, (1) BATHROOM, KITCHEN.",1,2,2,1,1,05/03/2018 12:00:00 AM,05/03/2018 12:00:00 AM,0,0,0,0,0,0,1,,10,Visitacion Valley,12 - South Central,,3,Full BP,03/07/2016 12:00:00 AM,03/07/2016 12:00:00 AM,RH-1,,6374028,2015-015854PRJ
201511162762,2341 CHESTNUT ST,"PURSUANT TO SF PLANNING CODE SECTION 207, THE PROJECT PROPOSES TO UPGRADE 2 of 3 (E) GROUND FLOOR UNITS TO LEGALIZED ACCESSORY DWELLING UNITS. THE WORK INCLUDES NEW FIRE RATED WALLS, DOORS, WINDOWS, ALONG WITH NEW INTERIOR PARTITIONS, KITCHENS & BATHS. ** MAHER: N/A ** Sprinkler deferred",21,23,23,2,2,08/03/2018 12:00:00 AM,08/03/2018 12:00:00 AM,0,0,0,0,0,0,2,,2,Marina,2 - Marina,,3,Full BP,06/30/2017 12:00:00 AM,06/30/2017 12:00:00 AM,NC-2,,0936018H,2016-000208PRJ
